Player,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP/G,PTS/G,TRB/G,AST/G
Shavlik Randolph,22,8,146,1202,129,287,1,6,81,149,151,363,36,44,38,59,193,340,.449,.167,.544,8.2,2.3,2.5,0.2
Anthony Roberson,22,3,65,591,102,255,52,146,9,10,8,49,35,23,1,24,51,265,.400,.356,.900,9.1,4.1,0.8,0.5
Lawrence Roberts,23,2,87,1150,114,252,0,4,106,154,127,310,35,44,15,41,163,334,.452,.000,.688,13.2,3.8,3.6,0.4
Nate Robinson,21,11,618,13878,2458,5811,811,2255,1080,1357,385,1446,1826,543,42,876,1482,6807,.423,.360,.796,22.5,11.0,2.3,3.0
Melvin Sanders,25,1,16,113,16,33,2,3,7,10,4,23,3,5,0,8,20,41,.485,.667,.700,7.1,2.6,1.4,0.2
Alex Scales,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0
Luke Schenscher,23,2,31,267,23,49,0,0,9,20,18,54,8,3,7,9,46,55,.469,,.450,8.6,1.8,1.7,0.3
Wayne Simien,22,2,51,507,67,143,0,0,35,41,43,99,11,15,1,27,83,169,.469,,.854,9.9,3.3,1.9,0.2
James Singleton,24,5,243,3252,362,783,35,120,195,234,321,910,109,97,117,140,390,954,.462,.292,.833,13.4,3.9,3.7,0.4
Salim Stoudamire,23,3,157,2672,446,1097,167,456,201,228,22,214,164,55,10,158,240,1260,.407,.366,.882,17.0,8.0,1.4,1.0
Chris Taft,20,1,17,144,23,38,0,0,1,6,19,36,2,2,7,2,25,47,.605,,.167,8.5,2.8,2.1,0.1
Donell Taylor,23,2,98,834,109,276,7,34,41,64,30,106,90,47,7,59,81,266,.395,.206,.641,8.5,2.7,1.1,0.9
Dijon Thompson,22,2,16,93,17,40,4,13,7,8,7,19,3,3,1,3,8,45,.425,.308,.875,5.8,2.8,1.2,0.2
Ronny Turiaf,23,10,473,8020,856,1607,0,7,497,782,520,1757,618,181,593,358,1116,2209,.533,.000,.636,17.0,4.7,3.7,1.3
Charlie Villanueva,21,11,656,13578,2652,6097,716,2101,788,1021,795,3019,549,329,349,650,1453,6808,.435,.341,.772,20.7,10.4,4.6,0.8
Von Wafer,20,6,200,2475,390,928,102,314,172,229,38,234,146,73,19,128,155,1054,.420,.325,.751,12.4,5.3,1.2,0.7
Matt Walsh,23,1,2,3,1,1,0,0,0,2,0,0,0,0,0,1,0,2,1.000,,.000,1.5,1.0,0.0,0.0
Hakim Warrick,23,8,526,10624,1776,3627,21,110,1374,1892,692,2117,400,218,154,624,969,4947,.490,.191,.726,20.2,9.4,4.0,0.8
Martell Webster,19,10,580,13914,1696,4062,790,2067,874,1105,352,1811,588,299,160,536,1055,5056,.418,.382,.791,24.0,8.7,3.1,1.0
Robert Whaley,23,1,23,212,23,57,0,0,3,6,16,43,17,7,8,14,41,49,.404,,.500,9.2,2.1,1.9,0.7
Deron Williams,21,12,845,28865,4874,10964,1178,3296,2878,3502,353,2619,6819,867,206,2402,2132,13804,.445,.357,.822,34.2,16.3,3.1,8.1
Lou Williams,19,13,861,21025,3782,9005,1135,3265,3108,3728,323,1836,2692,777,160,1382,1169,11807,.420,.348,.834,24.4,13.7,2.1,3.1
Marvin Williams,19,13,939,26897,3534,7953,850,2356,1948,2411,1170,4956,1221,717,486,941,1896,9866,.444,.361,.808,28.6,10.5,5.3,1.3
Antoine Wright,21,6,297,5714,617,1499,155,510,225,334,157,681,295,139,72,227,598,1614,.412,.304,.674,19.2,5.4,2.3,1.0
Bracey Wright,21,2,26,325,45,111,12,37,27,34,10,39,20,10,1,14,14,129,.405,.324,.794,12.5,5.0,1.5,0.8
Derrick Zimmerman,24,1,2,32,2,3,0,0,0,0,1,4,7,0,0,4,4,4,.667,,,16.0,2.0,2.0,3.5
